TAZ,Commodity,Quantity
1623,Retail Space,2234.8
1623,Hotel Space,2173.6
1623,Religious Space,0
1623,Multi-Family Residential Economy,7557.6
1624,Retail Space,2234.8
1624,Hotel Space,2173.6
1624,Religious Space,0
1624,Multi-Family Residential Economy,7557.6
1626,Retail Space,2234.8
1626,Hotel Space,2173.6
1626,Religious Space,0
1626,Multi-Family Residential Economy,7557.6
1627,Retail Space,2234.8
1627,Hotel Space,2173.6
1627,Religious Space,0
1627,Multi-Family Residential Economy,7557.6
1628,Retail Space,2234.8
1628,Hotel Space,2173.6
1628,Religious Space,0
1628,Multi-Family Residential Economy,7557.6
2314,Retail Space,230
2314,Single Family Attached Residential Economy,585
2314,Single Family Detached Residential Luxury,707.125
2314,Single Family Detached Residential Economy,180
2314,Multi-Family Residential Economy,1126.375
2315,Single Family Detached Residential Economy,768.4
2315,Single Family Attached Residential Economy,2212.8
2315,Single Family Detached Residential Luxury,11765.2
2316,Single Family Detached Residential Economy,768.4
2316,Single Family Attached Residential Economy,2212.8
2316,Single Family Detached Residential Luxury,11765.2
2317,Retail Space,230
2317,Single Family Attached Residential Economy,585
2317,Single Family Detached Residential Luxury,707.125
2317,Single Family Detached Residential Economy,180
2317,Multi-Family Residential Economy,1126.375
2318,Single Family Detached Residential Economy,768.4
2318,Single Family Attached Residential Economy,2212.8
2318,Single Family Detached Residential Luxury,11765.2
2319,Single Family Detached Residential Economy,768.4
2319,Single Family Attached Residential Economy,2212.8
2319,Single Family Detached Residential Luxury,11765.2
71,Single Family Detached Residential Economy,126
71,Religious Space,0
71,Multi-Family Residential Economy,4301.3
72,Single Family Detached Residential Economy,126
72,Religious Space,0
72,Multi-Family Residential Economy,4301.3
73,Single Family Detached Residential Economy,126
73,Religious Space,0
73,Multi-Family Residential Economy,4301.3
78,Single Family Detached Residential Economy,126
78,Religious Space,0
78,Multi-Family Residential Economy,4301.3
79,Single Family Detached Residential Economy,126
79,Religious Space,0
79,Multi-Family Residential Economy,4301.3
80,Single Family Detached Residential Economy,126
80,Religious Space,0
80,Multi-Family Residential Economy,4301.3
84,Single Family Detached Residential Economy,126
84,Religious Space,0
84,Multi-Family Residential Economy,4301.3
87,Single Family Detached Residential Economy,126
87,Religious Space,0
87,Multi-Family Residential Economy,4301.3
89,Single Family Detached Residential Economy,126
89,Religious Space,0
89,Multi-Family Residential Economy,4301.3
90,Single Family Detached Residential Economy,126
90,Religious Space,0
90,Multi-Family Residential Economy,4301.3
102,Single Family Detached Residential Economy,1239.3
102,Multi-Family Residential Economy,824.4
102,Single Family Attached Residential Economy,1743.9
104,Single Family Detached Residential Economy,1239.3
104,Multi-Family Residential Economy,824.4
104,Single Family Attached Residential Economy,1743.9
107,Single Family Detached Residential Economy,1239.3
107,Multi-Family Residential Economy,824.4
107,Single Family Attached Residential Economy,1743.9
110,Single Family Detached Residential Economy,1239.3
110,Multi-Family Residential Economy,824.4
110,Single Family Attached Residential Economy,1743.9
128,Single Family Detached Residential Economy,1239.3
128,Multi-Family Residential Economy,824.4
128,Single Family Attached Residential Economy,1743.9
130,Single Family Detached Residential Economy,1239.3
130,Multi-Family Residential Economy,824.4
130,Single Family Attached Residential Economy,1743.9
132,Single Family Detached Residential Economy,1239.3
132,Multi-Family Residential Economy,824.4
132,Single Family Attached Residential Economy,1743.9
134,Single Family Detached Residential Economy,1239.3
134,Multi-Family Residential Economy,824.4
134,Single Family Attached Residential Economy,1743.9
140,Single Family Detached Residential Economy,1239.3
140,Multi-Family Residential Economy,824.4
140,Single Family Attached Residential Economy,1743.9
145,Single Family Detached Residential Economy,1239.3
145,Multi-Family Residential Economy,824.4
145,Single Family Attached Residential Economy,1743.9
189,Single Family Detached Residential Economy,386.75
189,Single Family Detached Residential Luxury,389.5
189,Single Family Attached Residential Economy,6008
190,Single Family Detached Residential Economy,386.75
190,Single Family Detached Residential Luxury,389.5
190,Single Family Attached Residential Economy,6008
191,Single Family Detached Residential Economy,386.75
191,Single Family Detached Residential Luxury,389.5
191,Single Family Attached Residential Economy,6008
192,Single Family Detached Residential Economy,386.75
192,Single Family Detached Residential Luxury,389.5
192,Single Family Attached Residential Economy,6008
194,Single Family Attached Residential Economy,4255
194,Single Family Detached Residential Economy,35674
903,Primary Schools,17885.8
904,Primary Schools,17885.8
905,Primary Schools,17885.8
906,Primary Schools,17885.8
907,Primary Schools,17885.8
935,Light Industrial Space,79
935,Single Family Attached Residential Economy,1007.8
935,Single Family Detached Residential Economy,783.4
935,Multi-Family Residential Economy,788.4
935,Religious Space,792
935,Retail Space,0
936,Light Industrial Space,79
936,Single Family Attached Residential Economy,1007.8
936,Single Family Detached Residential Economy,783.4
936,Multi-Family Residential Economy,788.4
936,Religious Space,792
936,Retail Space,0
937,Light Industrial Space,79
937,Single Family Attached Residential Economy,1007.8
937,Single Family Detached Residential Economy,783.4
937,Multi-Family Residential Economy,788.4
937,Religious Space,792
937,Retail Space,0
938,Light Industrial Space,79
938,Single Family Attached Residential Economy,1007.8
938,Single Family Detached Residential Economy,783.4
938,Multi-Family Residential Economy,788.4
938,Religious Space,792
938,Retail Space,0
939,Light Industrial Space,79
939,Single Family Attached Residential Economy,1007.8
939,Single Family Detached Residential Economy,783.4
939,Multi-Family Residential Economy,788.4
939,Religious Space,792
939,Retail Space,0
976,Light Industrial Space,1980
2320,Retail Space,230
2320,Single Family Attached Residential Economy,585
2320,Single Family Detached Residential Luxury,707.125
2320,Single Family Detached Residential Economy,180
2320,Multi-Family Residential Economy,1126.375
2321,Single Family Detached Residential Economy,768.4
2321,Single Family Attached Residential Economy,2212.8
2321,Single Family Detached Residential Luxury,11765.2
2326,Retail Space,230
2326,Single Family Attached Residential Economy,585
2326,Single Family Detached Residential Luxury,707.125
2326,Single Family Detached Residential Economy,180
2326,Multi-Family Residential Economy,1126.375
2327,Retail Space,230
2327,Single Family Attached Residential Economy,585
2327,Single Family Detached Residential Luxury,707.125
2327,Single Family Detached Residential Economy,180
2327,Multi-Family Residential Economy,1126.375
2328,Retail Space,230
2328,Single Family Attached Residential Economy,585
2328,Single Family Detached Residential Luxury,707.125
2328,Single Family Detached Residential Economy,180
2328,Multi-Family Residential Economy,1126.375
2329,Retail Space,230
2329,Single Family Attached Residential Economy,585
2329,Single Family Detached Residential Luxury,707.125
2329,Single Family Detached Residential Economy,180
2329,Multi-Family Residential Economy,1126.375
2330,Retail Space,230
2330,Single Family Attached Residential Economy,585
2330,Single Family Detached Residential Luxury,707.125
2330,Single Family Detached Residential Economy,180
2330,Multi-Family Residential Economy,1126.375
2353,Single Family Detached Residential Economy,1316.428571
2353,Single Family Detached Residential Luxury,114.4285714
2353,Multi-Family Residential Economy,3527.857143
2353,Single Family Attached Residential Economy,3700.285714
2354,Single Family Detached Residential Economy,1316.428571
2354,Single Family Detached Residential Luxury,114.4285714
2354,Multi-Family Residential Economy,3527.857143
2354,Single Family Attached Residential Economy,3700.285714
2358,Single Family Detached Residential Economy,1316.428571
2358,Single Family Detached Residential Luxury,114.4285714
2358,Multi-Family Residential Economy,3527.857143
2358,Single Family Attached Residential Economy,3700.285714
2359,Single Family Detached Residential Economy,1316.428571
2359,Single Family Detached Residential Luxury,114.4285714
2359,Multi-Family Residential Economy,3527.857143
2359,Single Family Attached Residential Economy,3700.285714
2363,Single Family Detached Residential Economy,1316.428571
2363,Single Family Detached Residential Luxury,114.4285714
2363,Multi-Family Residential Economy,3527.857143
2363,Single Family Attached Residential Economy,3700.285714
2367,Single Family Detached Residential Economy,1316.428571
2367,Single Family Detached Residential Luxury,114.4285714
2367,Multi-Family Residential Economy,3527.857143
2367,Single Family Attached Residential Economy,3700.285714
2368,Single Family Detached Residential Economy,1316.428571
2368,Single Family Detached Residential Luxury,114.4285714
2368,Multi-Family Residential Economy,3527.857143
2368,Single Family Attached Residential Economy,3700.285714
2439,Retail Space,0
2440,Hotel Space,65955.16667
2446,Hotel Space,65955.16667
2447,Retail Space,0
2448,Hotel Space,65955.16667
2449,Hotel Space,65955.16667
2453,Hotel Space,65955.16667
2454,Hotel Space,65955.16667
2460,Government Operations Space,0
2472,Retail Space,28150
2496,Post-Secondary Institution Space,0
2503,Retail Space,1525.5
2503,Hotel Space,3665
2504,Retail Space,1525.5
2504,Hotel Space,3665
3947,Religious Space,0
3948,Religious Space,0
3949,Religious Space,0
3950,Religious Space,0
3951,Religious Space,0
3952,Religious Space,0
3953,Religious Space,0
3954,Light Industrial Space,0
3954,Single Family Detached Residential Economy,2128.571429
3954,Single Family Detached Residential Luxury,4064.428571
3955,Light Industrial Space,0
3955,Single Family Detached Residential Economy,2128.571429
3955,Single Family Detached Residential Luxury,4064.428571
3956,Religious Space,0
3957,Religious Space,0
3959,Religious Space,0
3961,Light Industrial Space,0
3961,Single Family Detached Residential Economy,2128.571429
3961,Single Family Detached Residential Luxury,4064.428571
4003,Single Family Attached Residential Economy,655
4003,Religious Space,0
4003,Single Family Detached Residential Economy,13096.5
4019,Single Family Attached Residential Economy,655
4019,Religious Space,0
4019,Single Family Detached Residential Economy,13096.5
