TAZ,Commodity,Quantity
19603,Single Family Detached Residential Economy,8467
13710,Single Family Attached Residential Economy,5368
7325,Multi-Family Residential Economy,3080
842,Single Family Attached Residential Economy,37096
18624,Government Operations Space,15377
9472,Retail Space,20245
10580,Light Industrial Space,536172
22257,Retail Space,5300
7744,Single Family Attached Residential Economy,18167
2864,Multi-Family Residential Economy,30483
19520,Single Family Detached Residential Economy,736
16611,Spaced Rural Residential Economy,37610
5763,Single Family Detached Residential Economy,125848
12618,Single Family Detached Residential Economy,200564
22587,Multi-Family Residential Economy,17534
1136,Single Family Detached Residential Economy,101503
9158,Light Industrial Space,21308
13169,Single Family Detached Residential Economy,116824
7570,Single Family Detached Residential Economy,48144
8370,Single Family Detached Residential Economy,14482
1468,Single Family Detached Residential Economy,55796
8076,Single Family Attached Residential Economy,2048
2019,Single Family Detached Residential Economy,73270
9802,Multi-Family Residential Economy,20677
1071,Religious Space,16914
3581,Multi-Family Residential Economy,63347
319,Light Industrial Space,1818
9249,Single Family Attached Residential Economy,18587
2110,Single Family Attached Residential Economy,28040
17421,Multi-Family Residential Economy,26980
212,Retail Space,1000
15600,Single Family Attached Residential Economy,1811
13886,Single Family Detached Residential Economy,22364
8992,Single Family Detached Residential Economy,15813
15614,Multi-Family Residential Economy,2312
9543,Single Family Detached Residential Economy,704
8222,Religious Space,7500
19840,Spaced Rural Residential Economy,1420
13969,Single Family Detached Residential Economy,105937
22162,Spaced Rural Residential Economy,15760
15260,Spaced Rural Residential Economy,4079
16830,Single Family Detached Residential Economy,9817
10602,Multi-Family Residential Economy,143583
3073,Single Family Detached Residential Economy,452
14424,Recreation Space,25278
20355,Spaced Rural Residential Economy,42623
10479,Single Family Detached Residential Economy,79911
22910,Active Park Space,535397
3164,Single Family Attached Residential Economy,5843
20272,Spaced Rural Residential Economy,13121
14940,Single Family Detached Residential Economy,702850
12962,Retail Space,49866
6976,Multi-Family Residential Economy,347101
9892,Single Family Detached Residential Economy,70020
10335,Government Operations Space,332150
2990,Single Family Detached Residential Economy,17008
542,Multi-Family Residential Economy,58868
18221,Multi-Family Residential Economy,128763
15315,Single Family Attached Residential Economy,1080
5671,Office Space,64000
12299,Active Park Space,23752
11196,Single Family Detached Residential Economy,409977
17630,Single Family Detached Residential Economy,102214
4196,Single Family Detached Residential Economy,291483
2235,Single Family Detached Residential Economy,71710
13855,Single Family Attached Residential Economy,19669
2678,Government Operations Space,13230
2087,Religious Space,7626
20443,Single Family Attached Residential Economy,9242
19304,Single Family Detached Residential Economy,462
10441,Single Family Detached Residential Economy,136509
22207,Spaced Rural Residential Economy,135564
14116,Single Family Attached Residential Economy,63358
16875,Single Family Detached Residential Economy,6247
11470,Government Operations Space,40594
9173,Retail Space,2112
12372,Religious Space,3696
1248,Single Family Attached Residential Economy,26366
20317,Spaced Rural Residential Economy,74714
3677,Single Family Attached Residential Economy,6911
18380,Light Industrial Space,251249
10595,Retail Space,1533
10265,Single Family Attached Residential Economy,2106
1126,Primary Schools,26171
9937,Single Family Detached Residential Economy,59756
7976,Single Family Detached Residential Economy,2745
1376,Spaced Rural Residential Economy,4562
14446,Retail Space,30977
13,Single Family Detached Residential Economy,38988
2148,Single Family Attached Residential Economy,30168
18788,Spaced Rural Residential Economy,7149
8408,Single Family Detached Residential Economy,737460
6447,Single Family Detached Residential Economy,67788
8736,Single Family Attached Residential Economy,257558
3987,Multi-Family Residential Economy,72453
1506,Single Family Detached Residential Economy,72864
12822,Spaced Rural Residential Economy,68852
17775,Single Family Detached Residential Economy,210364
11165,Single Family Attached Residential Economy,9428
10873,Single Family Detached Residential Economy,14259
2417,Government Operations Space,77645
19878,Spaced Rural Residential Economy,53615
21937,Mobile Home Residential,15401
20182,Single Family Attached Residential Economy,2093
4557,Single Family Detached Residential Economy,29723
3039,Government Operations Space,197082
21269,Government Operations Space,2500
7421,Single Family Attached Residential Economy,2819
19197,Single Family Detached Residential Economy,13321
10542,Light Industrial Space,836921
22872,Single Family Attached Residential Economy,5010
813,Single Family Detached Residential Economy,75579
3662,Recreation Space,76
5286,Single Family Detached Residential Economy,63681
1820,Military Residential (Non GQ),77758
22000,Religious Space,5000
16614,Single Family Detached Residential Economy,4612
14569,Recreation Space,36506
3570,Single Family Attached Residential Economy,17723
15346,Single Family Detached Residential Economy,87003
397,Multi-Family Residential Economy,97256
20678,Spaced Rural Residential Economy,3224
10702,Retail Space,66938
3396,Single Family Detached Residential Economy,35610
1335,Retail Space,3005
8114,Single Family Attached Residential Economy,3629
12124,Retail Space,12836
10132,Spaced Rural Residential Economy,16770
19026,Retail Space,60115
6454,Single Family Detached Residential Economy,184894
2041,Single Family Attached Residential Economy,15847
129,Multi-Family Residential Economy,22721
14916,Active Park Space,72483
20294,Single Family Detached Residential Economy,15952
5186,Retail Space,416334
9522,Military Residential (Non GQ),87480
11058,Single Family Attached Residential Economy,3249
17960,Single Family Attached Residential Economy,6118
9505,Single Family Detached Residential Economy,49360
4564,Single Family Detached Residential Economy,100567
13487,Single Family Attached Residential Economy,135680
151,Single Family Attached Residential Economy,24307
11970,Single Family Detached Residential Economy,114822
10283,Hotel Space,15400
4502,Primary Schools,71927
22200,Spaced Rural Residential Economy,231948
1715,Single Family Detached Residential Economy,64086
3728,Multi-Family Residential Economy,112558
11082,Single Family Detached Residential Economy,96683
2700,Primary Schools,35000
17516,Single Family Detached Residential Economy,4690
2626,Government Operations Space,100000
4766,Single Family Detached Residential Economy,315701
6867,Retail Space,15455
14133,Single Family Detached Residential Economy,368480
20567,Single Family Detached Residential Economy,53642
15457,Spaced Rural Residential Economy,68358
22590,Office Space,1736
1145,Multi-Family Residential Economy,21400
13957,Single Family Attached Residential Economy,75291
13665,Single Family Detached Residential Economy,8621
18782,Health Care Space,100000
17118,Religious Space,3670
9377,Single Family Attached Residential Economy,19613
10216,Religious Space,10000
14318,Single Family Attached Residential Economy,2245
21664,Single Family Detached Residential Economy,8038
2992,Multi-Family Residential Economy,8010
1855,Retail Space,5276
3816,Retail Space,3300
21687,Recreation Space,4484
7933,Multi-Family Residential Economy,33494
3411,Single Family Attached Residential Economy,12304
13340,Single Family Detached Residential Economy,31853
19774,Single Family Detached Residential Economy,72529
12872,Single Family Detached Residential Economy,105305
20830,Spaced Rural Residential Economy,23590
2684,Office Space,357477
7955,Single Family Attached Residential Economy,1440
5994,Single Family Attached Residential Economy,4753
2299,Multi-Family Residential Economy,22636
11820,Multi-Family Residential Economy,288534
7824,Single Family Detached Residential Economy,19478
17656,Retail Space,201053
4467,Office Space,346905
2655,Retail Space,16533
694,Retail Space,24045
16618,Spaced Rural Residential Economy,9213
1831,Multi-Family Residential Economy,3264
14605,Retail Space,10017
19662,Single Family Attached Residential Economy,1904
21630,Spaced Rural Residential Economy,25628
13228,Single Family Attached Residential Economy,2554
11267,Single Family Attached Residential Economy,7339
9421,Government Operations Space,40000
14140,Single Family Detached Residential Economy,285917
3721,Multi-Family Residential Economy,9548
360,Single Family Attached Residential Economy,20749
11711,Single Family Detached Residential Economy,291283
22273,Religious Space,7500
229,Single Family Detached Residential Economy,5266
6663,Single Family Detached Residential Economy,48698
22713,Single Family Attached Residential Economy,8577
670,Multi-Family Residential Economy,88130
1129,Single Family Detached Residential Economy,1664
17084,Single Family Detached Residential Economy,143658
20101,Spaced Rural Residential Economy,3991
14510,Multi-Family Residential Economy,3248
10037,Multi-Family Residential Economy,93828
14501,Single Family Detached Residential Economy,13409
5345,Retail Space,5898
10475,Government Operations Space,3840
15194,Single Family Detached Residential Economy,49693
7848,Single Family Attached Residential Economy,9705
22905,Multi-Family Residential Economy,562477
16250,Spaced Rural Residential Economy,1787
3244,Single Family Detached Residential Economy,75117
1283,Single Family Detached Residential Economy,4322
22231,Active Park Space,100000
19513,Single Family Detached Residential Economy,2406
18679,Spaced Rural Residential Economy,108602
10650,Single Family Detached Residential Economy,11045
6556,Single Family Detached Residential Economy,105416
7235,Retail Space,42072
7669,Religious Space,2500
10071,Mobile Home Residential,149955
5934,Single Family Detached Residential Economy,90768
3973,Single Family Detached Residential Economy,59855
21300,Retail Space,4000
14033,Single Family Detached Residential Economy,18899
3828,Multi-Family Residential Economy,17016
4493,Single Family Detached Residential Economy,135509
11348,Single Family Detached Residential Economy,125118
17338,Single Family Attached Residential Economy,16089
17782,Single Family Detached Residential Economy,186250
14799,Government Operations Space,18546
21110,Spaced Rural Residential Economy,34208
4134,Multi-Family Residential Economy,101852
7147,Retail Space,94941
713,Retail Space,15686
5832,Single Family Detached Residential Economy,13519
8546,Single Family Attached Residential Economy,5368
2135,Retail Space,2685
3942,Single Family Detached Residential Economy,127598
22461,Spaced Rural Residential Economy,2178
19050,Single Family Detached Residential Economy,10603
16027,Spaced Rural Residential Economy,1589
7254,Single Family Detached Residential Economy,19955
666,Single Family Detached Residential Economy,15764
15567,Mobile Home Residential,4349
5270,Single Family Attached Residential Economy,102349
7805,Single Family Detached Residential Economy,33337
15476,Spaced Rural Residential Economy,2293
19133,Single Family Detached Residential Economy,3880
22378,Spaced Rural Residential Economy,1707
10341,Retail Space,66395
307,Multi-Family Residential Economy,21246
17405,Office Space,44364
1651,Active Park Space,21000
16854,Office Space,1584
390,Multi-Family Residential Economy,81419
20655,Single Family Detached Residential Economy,15768
10424,Retail Space,41733
13753,Single Family Detached Residential Economy,18259
8154,Single Family Detached Residential Economy,8269
1252,Single Family Detached Residential Economy,71952
17853,Single Family Attached Residential Economy,2407
17816,Religious Space,12955
298,Single Family Detached Residential Economy,46008
364,Retail Space,55466
11419,Single Family Attached Residential Economy,2007
6824,Primary Schools,56902
16998,Spaced Rural Residential Economy,38795
11115,Spaced Rural Residential Economy,14999
7437,Single Family Detached Residential Economy,40151
18765,Single Family Detached Residential Economy,170028
11863,Single Family Detached Residential Economy,153623
14470,Single Family Detached Residential Economy,10359
19627,Office Space,22220
13558,Single Family Attached Residential Economy,68088
13193,Office Space,212122
1241,Single Family Attached Residential Economy,15414
3225,Single Family Detached Residential Economy,7868
5748,Religious Space,2500
14026,Single Family Attached Residential Economy,17172
14731,Single Family Attached Residential Economy,4172
3080,Multi-Family Residential Economy,1592
11692,Retail Space,15820
7592,Single Family Attached Residential Economy,6322
1803,Single Family Detached Residential Economy,34756
2582,Office Space,559392
1863,Single Family Attached Residential Economy,31043
15643,Single Family Detached Residential Economy,6799
22886,Multi-Family Residential Economy,15882
11832,Spaced Rural Residential Economy,46388
6988,Light Industrial Space,50248
11799,Single Family Detached Residential Economy,191223
12808,Single Family Attached Residential Economy,9093
317,Single Family Detached Residential Economy,14746
6374,Single Family Attached Residential Economy,113373
3713,Hotel Space,99999
10626,Single Family Detached Residential Economy,13614
16811,Single Family Detached Residential Economy,77483
22694,Single Family Detached Residential Economy,239922
8678,Primary Schools,52806
13444,Multi-Family Residential Economy,44348
12242,Government Operations Space,7500
4861,Single Family Detached Residential Economy,193826
22777,Single Family Detached Residential Economy,3593
18150,Single Family Detached Residential Economy,248885
8396,Multi-Family Residential Economy,129353
22010,Spaced Rural Residential Economy,52933
1271,Single Family Detached Residential Economy,20803
7725,Single Family Attached Residential Economy,26222
5618,Retail Space,109697
10674,Health Care Space,4788
1157,Retail Space,161443
21217,Spaced Rural Residential Economy,9758
606,Retail Space,8526
9652,Single Family Detached Residential Economy,66205
4026,Single Family Attached Residential Economy,38829
8349,Spaced Rural Residential Economy,1500
148,Multi-Family Residential Economy,38903
2045,Single Family Detached Residential Economy,16742
21134,Spaced Rural Residential Economy,3308
11664,Office Space,59717
10589,Religious Space,11000
20583,Spaced Rural Residential Economy,79695
91,Light Industrial Space,7041
1240,Retail Space,3345
10286,Single Family Detached Residential Economy,8021
2350,Health Care Space,9367
20175,Retail Space,8611
22274,Health Care Space,1709
7921,Multi-Family Residential Economy,35976
17236,Single Family Detached Residential Economy,76301
16922,Spaced Rural Residential Economy,45639
16371,Spaced Rural Residential Economy,16792
15714,Retail Space,19036
5991,Single Family Detached Residential Economy,2661
12141,Single Family Detached Residential Economy,19797
11030,Mobile Home Residential,1064
21934,Spaced Rural Residential Economy,7131
18935,Government Operations Space,10000
8004,Multi-Family Residential Economy,50519
4797,Office Space,279476
17153,Single Family Detached Residential Economy,143503
5357,Single Family Detached Residential Economy,37709
5908,Single Family Detached Residential Economy,81215
13418,Multi-Family Residential Economy,99999
1915,Military Residential (Non GQ),193942
7268,Multi-Family Residential Economy,43434
7710,Single Family Detached Residential Economy,11950
7687,Single Family Attached Residential Economy,2220
2064,Single Family Detached Residential Economy,6015
20237,Office Space,4807
13392,Single Family Detached Residential Economy,36722
11893,Light Industrial Space,621024
16637,Spaced Rural Residential Economy,1528
7290,Secondary Schools,106781
16003,Spaced Rural Residential Economy,88138
13226,Single Family Detached Residential Economy,36908
18343,Religious Space,100000
2890,Multi-Family Residential Economy,2896
3332,Single Family Detached Residential Economy,1082
19949,Spaced Rural Residential Economy,2460
5986,Retail Space,8949
13638,Government Operations Space,75092
17172,Single Family Detached Residential Economy,53275
8436,Primary Schools,3370
3415,Single Family Detached Residential Economy,17843
3441,Multi-Family Residential Economy,32553
294,Hotel Space,34156
12727,Spaced Rural Residential Economy,23500
2147,Single Family Detached Residential Economy,13259
7853,Single Family Attached Residential Economy,40029
3524,Multi-Family Residential Economy,20056
974,Retail Space,13133
3607,Multi-Family Residential Economy,39688
163,Single Family Attached Residential Economy,2631
6277,Health Care Space,3709
6069,Retail Space,6000
22625,Multi-Family Residential Economy,9150
8232,Light Industrial Space,60964
17530,Multi-Family Residential Economy,384880
1057,Retail Space,69000
20215,Spaced Rural Residential Economy,4406
17521,Single Family Detached Residential Economy,3576
11213,Mobile Home Residential,55000
18081,Multi-Family Residential Economy,301633
16804,Single Family Detached Residential Economy,32095
8149,Light Industrial Space,90000
20132,Spaced Rural Residential Economy,7429
3789,Hotel Space,11000
12509,Single Family Detached Residential Economy,279593
7470,Multi-Family Residential Economy,183704
16471,Spaced Rural Residential Economy,48764
2408,Retail Space,18105
22789,Light Industrial Space,31163
8951,Primary Schools,98424
15920,Spaced Rural Residential Economy,10622
15837,Spaced Rural Residential Economy,40921
11875,Single Family Detached Residential Economy,59880
8104,Multi-Family Residential Economy,102966
7553,Multi-Family Residential Economy,34069
9929,Single Family Detached Residential Economy,139463
19908,Single Family Attached Residential Economy,246456
11750,Single Family Attached Residential Economy,104547
4283,Single Family Detached Residential Economy,128684
613,Office Space,3309
598,Single Family Detached Residential Economy,180607
529,Single Family Attached Residential Economy,31613
10755,Single Family Attached Residential Economy,13108
984,Religious Space,35085
19679,Retail Space,13588
18766,Spaced Rural Residential Economy,1468
14931,Primary Schools,47555
12723,Spaced Rural Residential Economy,54249
17473,Primary Schools,48501
18846,Single Family Detached Residential Economy,4105
15438,Government Operations Space,7500
5717,Single Family Detached Residential Economy,191402
10740,Multi-Family Residential Economy,57118
10288,Mobile Home Residential,193976
71,Single Family Detached Residential Economy,30834
8198,Multi-Family Residential Economy,270507
7184,Retail Space,2378
10522,Single Family Detached Residential Economy,81296
5551,Single Family Detached Residential Economy,135616
13739,Single Family Detached Residential Economy,39167
10024,Single Family Detached Residential Economy,130519
1866,Single Family Detached Residential Economy,16958
18212,Single Family Detached Residential Economy,14362
1329,Single Family Attached Residential Economy,3018
5766,Primary Schools,99421
17903,Religious Space,19635
2640,Retail Space,1037377
18162,Multi-Family Residential Economy,204112
10828,Retail Space,1451
8572,Religious Space,10000
12989,Spaced Rural Residential Economy,58523
2341,Single Family Detached Residential Economy,8649
4099,Religious Space,18416
19647,Single Family Attached Residential Economy,3504
2806,Retail Space,19356
17419,Single Family Detached Residential Economy,71795
10638,Multi-Family Residential Economy,6265
21615,Spaced Rural Residential Economy,2058
10387,Single Family Attached Residential Economy,7170
605,Single Family Detached Residential Economy,2905
10363,Single Family Detached Residential Economy,2111
14836,Single Family Detached Residential Economy,53521
1707,Single Family Detached Residential Economy,53985
9865,Single Family Detached Residential Economy,112494
5595,Hotel Space,381460
18962,Multi-Family Residential Economy,557034
17403,Spaced Rural Residential Economy,824
7557,Multi-Family Residential Economy,6900
15293,Mobile Home Residential,12102
7279,Retail Space,2161
3335,Active Park Space,1366
15002,Single Family Detached Residential Economy,153800
6814,Single Family Detached Residential Economy,53077
22415,Spaced Rural Residential Economy,18853
13699,Single Family Attached Residential Economy,5323
2324,Single Family Attached Residential Economy,16023
10031,Single Family Detached Residential Economy,19234
10482,Single Family Attached Residential Economy,1945
16643,Light Industrial Space,13395
18822,Active Park Space,52289
15137,Active Park Space,57372
14191,Mobile Home Residential,27347
7913,Retail Space,11435
327,Single Family Attached Residential Economy,4227
5268,Single Family Attached Residential Economy,19076
795,Single Family Attached Residential Economy,13988
22142,Spaced Rural Residential Economy,3020
10914,Single Family Attached Residential Economy,1604
14107,Single Family Detached Residential Economy,82853
5919,Single Family Detached Residential Economy,44896
22757,Single Family Attached Residential Economy,3072
12431,Light Industrial Space,36461
2234,Single Family Detached Residential Economy,37177
2711,Multi-Family Residential Economy,384490
10396,Retail Space,9481
19691,Multi-Family Residential Economy,9296
9572,Multi-Family Residential Economy,4648
9803,Office Space,31504
17035,Spaced Rural Residential Economy,854
4066,Hotel Space,57680
13965,Single Family Attached Residential Economy,9070
2716,Hotel Space,290822
4569,Single Family Detached Residential Economy,30158
17858,Single Family Detached Residential Economy,115744
4101,Single Family Detached Residential Economy,39626
10626,Single Family Attached Residential Economy,10299
9691,Mobile Home Residential,1225
18409,Single Family Detached Residential Economy,43118
10075,Single Family Attached Residential Economy,12998
6351,Government Operations Space,300
25,Single Family Detached Residential Economy,54271
22860,Single Family Attached Residential Economy,2178
4009,Office Space,28694
3109,Office Space,27100
4013,Retail Space,33779
1336,Single Family Attached Residential Economy,6339
785,Single Family Attached Residential Economy,55079
834,Multi-Family Residential Economy,7416
8966,Single Family Detached Residential Economy,1942
14354,Office Space,4270
1359,Single Family Detached Residential Economy,59929
3930,Retail Space,43646
917,Multi-Family Residential Economy,20112
19577,Single Family Detached Residential Economy,19575
9158,Multi-Family Residential Economy,41214
8332,Single Family Detached Residential Economy,30227
10120,Spaced Rural Residential Economy,7722
1990,Government Operations Space,2365
14840,Multi-Family Residential Economy,50528
19660,Single Family Detached Residential Economy,18192
22905,Spaced Rural Residential Economy,2629
2136,Single Family Attached Residential Economy,14288
4151,Active Park Space,26904
4588,Single Family Detached Residential Economy,284880
14370,Single Family Attached Residential Economy,14122
9766,Single Family Detached Residential Economy,142622
2053,Single Family Attached Residential Economy,13549
18693,Spaced Rural Residential Economy,4259
4234,Active Park Space,27498
9049,Single Family Detached Residential Economy,10030
9600,Single Family Detached Residential Economy,79483
269,Retail Space,3215
4863,Multi-Family Residential Economy,55648
14204,Single Family Attached Residential Economy,171527
9132,Single Family Detached Residential Economy,1631
15282,Single Family Detached Residential Economy,154401
14953,Primary Schools,134376
13653,Single Family Attached Residential Economy,2976
22770,Single Family Detached Residential Economy,1576
4386,Single Family Detached Residential Economy,214046
8042,Retail Space,48808
352,Retail Space,27010
22853,Single Family Detached Residential Economy,3472
14666,Light Industrial Space,54101
1851,Single Family Attached Residential Economy,7806
5580,Multi-Family Residential Economy,24180
22088,Religious Space,5000
11179,Multi-Family Residential Economy,30463
22687,Single Family Detached Residential Economy,233394
9949,Single Family Detached Residential Economy,45410
3752,Single Family Detached Residential Economy,6954
14553,Single Family Attached Residential Economy,20231
14002,Single Family Attached Residential Economy,14667
19017,Office Space,26916
21620,Religious Space,10000
10207,Primary Schools,89576
18943,Single Family Detached Residential Economy,57184
1915,Recreation Space,100000
9263,Retail Space,8800
5663,Multi-Family Residential Economy,442761
3787,Religious Space,10000
559,Single Family Detached Residential Economy,11339
19494,Single Family Detached Residential Economy,71031
11896,Multi-Family Residential Economy,235920
1110,Single Family Detached Residential Economy,3027
10258,Single Family Attached Residential Economy,5210
3581,Retail Space,2142
10619,Single Family Detached Residential Economy,111705
4543,Office Space,81492
17865,Single Family Attached Residential Economy,12422
22888,Religious Space,2266
22927,Office Space,411646
651,Multi-Family Residential Economy,48861
393,Single Family Detached Residential Economy,2205
11094,Health Care Space,4954
18309,Single Family Detached Residential Economy,180939
20735,Retail Space,12900
3092,Light Industrial Space,10287
2512,Depot Space,7386
18181,Single Family Detached Residential Economy,27416
11279,Single Family Detached Residential Economy,63100
22862,Religious Space,2625
1012,Retail Space,2492
16208,Single Family Detached Residential Economy,333962
7693,Multi-Family Residential Economy,4947
5015,Primary Schools,72486
15343,Spaced Rural Residential Economy,50399
11020,Single Family Attached Residential Economy,159048
22625,Retail Space,10129
10599,Hotel Space,27050
22245,Spaced Rural Residential Economy,23857
8244,Multi-Family Residential Economy,239642
5054,Single Family Attached Residential Economy,173345
22058,Secondary Schools,140
6405,Mobile Home Residential,2200
523,Multi-Family Residential Economy,132399
474,Single Family Attached Residential Economy,21809
7376,Single Family Attached Residential Economy,4939
9218,Retail Space,6696
9911,Single Family Detached Residential Economy,30313
12625,Single Family Attached Residential Economy,6119
13537,Single Family Detached Residential Economy,116084
7938,Single Family Detached Residential Economy,40255
16638,Office Space,11368
606,Multi-Family Residential Economy,3600
2481,Depot Space,20481
8397,Office Space,10000
16865,Spaced Rural Residential Economy,10602
2798,Office Space,35050
15676,Single Family Detached Residential Economy,4298
6931,Retail Space,13989
8881,Single Family Attached Residential Economy,186236
3726,Single Family Detached Residential Economy,7270
7645,Government Operations Space,18500
19555,Spaced Rural Residential Economy,4844
3835,Multi-Family Residential Economy,13532
5592,Retail Space,46143
19043,Office Space,32892
2364,Single Family Attached Residential Economy,7226
14337,Single Family Detached Residential Economy,3144
3129,Hotel Space,47637
7459,Single Family Attached Residential Economy,24284
1836,Single Family Detached Residential Economy,8676
580,Retail Space,4483
1025,Single Family Attached Residential Economy,9304
2387,Single Family Detached Residential Economy,3678
9230,Single Family Attached Residential Economy,17125
10702,Multi-Family Residential Economy,5790
5248,Single Family Detached Residential Economy,21395
9935,Single Family Attached Residential Economy,3393
17281,Single Family Detached Residential Economy,14001
2796,Single Family Attached Residential Economy,2400
20609,Spaced Rural Residential Economy,12713
19904,Spaced Rural Residential Economy,2562
11087,Office Space,2205
10260,Single Family Detached Residential Economy,94321
3358,Single Family Detached Residential Economy,9649
21077,Spaced Rural Residential Economy,2388
7461,Office Space,3516
5186,Multi-Family Residential Economy,74610
7962,Single Family Attached Residential Economy,31820
2079,Single Family Attached Residential Economy,19687
3441,Single Family Detached Residential Economy,7355
9262,Primary Schools,37422
19026,Multi-Family Residential Economy,2240
91,Multi-Family Residential Economy,82121
9744,Religious Space,28025
14864,Single Family Attached Residential Economy,25188
7731,Retail Space,8579
2925,Religious Space,8069
174,Multi-Family Residential Economy,35021
17637,Single Family Attached Residential Economy,10367
165,Single Family Detached Residential Economy,5470
11203,Single Family Attached Residential Economy,63143
4718,Primary Schools,65633
19888,Single Family Detached Residential Economy,11756
21654,Retail Space,1836
10287,Office Space,18098
6131,Single Family Detached Residential Economy,163758
10698,Religious Space,1516
19743,Multi-Family Residential Economy,43240
11564,Single Family Detached Residential Economy,5029
891,Multi-Family Residential Economy,25262
2879,Single Family Attached Residential Economy,19674
174,Retail Space,11495
488,Single Family Detached Residential Economy,8641
18404,Single Family Detached Residential Economy,89189
20,Single Family Detached Residential Economy,1840
17865,Retail Space,7708
880,Single Family Attached Residential Economy,11356
5293,Single Family Detached Residential Economy,19764
11102,Government Operations Space,5000
11554,Spaced Rural Residential Economy,47330
4025,Retail Space,15856
16799,Single Family Attached Residential Economy,3783
10296,Multi-Family Residential Economy,189488
9073,Retail Space,13440
5447,Retail Space,20988
8344,Single Family Detached Residential Economy,1959
2475,Office Space,3520
3403,Single Family Detached Residential Economy,76991
1442,Single Family Detached Residential Economy,31651
3931,Single Family Attached Residential Economy,26439
5892,Single Family Attached Residential Economy,2496
19672,Single Family Detached Residential Economy,2206
12770,Single Family Detached Residential Economy,40980
2351,Multi-Family Residential Economy,48204
10963,Retail Space,178148
435,Retail Space,119020
17231,Single Family Attached Residential Economy,6090
12231,Retail Space,102878
18143,Single Family Detached Residential Economy,49355
7337,Retail Space,7416
15714,Single Family Detached Residential Economy,2844
2402,Single Family Attached Residential Economy,18142
15569,Multi-Family Residential Economy,4062
19287,Retail Space,34833
6202,Multi-Family Residential Economy,802939
22148,Single Family Detached Residential Economy,2729
14814,Retail Space,1611
3619,Multi-Family Residential Economy,35500
14292,Single Family Detached Residential Economy,4207
4863,Primary Schools,4443
22793,Religious Space,2500
381,Single Family Detached Residential Economy,30733
5778,Military Residential (Non GQ),86022
9802,Retail Space,34893
6815,Single Family Detached Residential Economy,227231
8776,Single Family Detached Residential Economy,58313
6176,Retail Space,45000
7615,Single Family Detached Residential Economy,44768
20277,Light Industrial Space,82740
20310,Spaced Rural Residential Economy,17754
14553,Single Family Detached Residential Economy,807
13653,Retail Space,4939
15622,Office Space,11290
5725,Single Family Detached Residential Economy,192779
4944,Light Industrial Space,237599
3764,Single Family Detached Residential Economy,3736
18387,Light Industrial Space,261264
13131,Single Family Detached Residential Economy,34897
14408,Multi-Family Residential Economy,171786
22860,Light Industrial Space,3646
19565,Single Family Detached Residential Economy,16817
16459,Spaced Rural Residential Economy,4625
8892,Multi-Family Residential Economy,971575
17504,Retail Space,287045
1984,Single Family Attached Residential Economy,21124
16654,Retail Space,4356
8712,Single Family Detached Residential Economy,782194
18822,Mobile Home Residential,110000
853,Retail Space,135589
2814,Retail Space,1947
1810,Single Family Detached Residential Economy,36702
16891,Spaced Rural Residential Economy,28218
20040,Single Family Detached Residential Economy,96284
11177,Single Family Detached Residential Economy,44197
13430,Single Family Attached Residential Economy,9224
5884,Multi-Family Residential Economy,12256
6674,Religious Space,25168
388,Single Family Detached Residential Economy,4153
2349,Single Family Detached Residential Economy,20009
562,Single Family Attached Residential Economy,30177
3783,Light Industrial Space,137648
6822,Single Family Detached Residential Economy,180465
17513,Spaced Rural Residential Economy,2850
4704,Retail Space,22840
2173,Primary Schools,78817
231,Retail Space,22643
9579,Single Family Attached Residential Economy,87775
11186,Spaced Rural Residential Economy,12187
6126,Retail Space,2432
9059,Retail Space,4967
590,Single Family Detached Residential Economy,200101
14173,Retail Space,6061
7155,Single Family Attached Residential Economy,15446
8985,Single Family Detached Residential Economy,387185
10766,Multi-Family Residential Economy,226395
7230,Active Park Space,10000
721,Single Family Attached Residential Economy,42038
2083,Single Family Detached Residential Economy,22580
22606,Single Family Attached Residential Economy,1246
17668,Multi-Family Residential Economy,104400
18352,Single Family Detached Residential Economy,236519
7623,Single Family Attached Residential Economy,11634
333,Retail Space,5186
6674,Government Operations Space,5000
9788,Single Family Attached Residential Economy,17301
3180,Single Family Detached Residential Economy,40526
5315,Single Family Attached Residential Economy,51545
1912,Retail Space,25179
14508,Single Family Detached Residential Economy,50518
9614,Single Family Detached Residential Economy,86064
12547,Single Family Detached Residential Economy,136648
22423,Spaced Rural Residential Economy,22371
18981,Single Family Detached Residential Economy,86498
14332,Single Family Attached Residential Economy,7386
3334,Retail Space,12345
7898,Single Family Attached Residential Economy,17482
352,Multi-Family Residential Economy,42487
1290,Single Family Detached Residential Economy,25232
17559,Single Family Detached Residential Economy,43641
7254,Multi-Family Residential Economy,366992
10657,Single Family Detached Residential Economy,73173
10458,Office Space,12560
20486,Light Industrial Space,17208
22928,Hotel Space,44017
10481,Single Family Attached Residential Economy,3652
17490,Single Family Attached Residential Economy,1635
7185,Retail Space,9791
2193,Single Family Attached Residential Economy,9454
4154,Single Family Attached Residential Economy,4643
3980,Single Family Detached Residential Economy,22784
751,Retail Space,13719
13347,Single Family Detached Residential Economy,29385
13171,Single Family Attached Residential Economy,2427
14662,Retail Space,29405
17820,Single Family Detached Residential Economy,27196
18565,Primary Schools,69425
597,Single Family Detached Residential Economy,90758
4134,Retail Space,40155
13639,Single Family Attached Residential Economy,8751
